"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"LTU","HHDEBT","TOT","PC_NDI","A","2020",40.57986,
"LTU","HHDEBT","TOT","PC_NDI","A","2021",41.03844,
"LTU","HHDEBT","TOT","PC_NDI","A","2022",40.66531,
"RUS","HHDEBT","TOT","PC_NDI","A","2011",22.84296,
"RUS","HHDEBT","TOT","PC_NDI","A","2012",26.63504,
"RUS","HHDEBT","TOT","PC_NDI","A","2013",30.45344,
"RUS","HHDEBT","TOT","PC_NDI","A","2014",30.6166,
"RUS","HHDEBT","TOT","PC_NDI","A","2015",29.68735,
"RUS","HHDEBT","TOT","PC_NDI","A","2016",28.84127,
"RUS","HHDEBT","TOT","PC_NDI","A","2017",30.24627,
"RUS","HHDEBT","TOT","PC_NDI","A","2018",34.19798,
"RUS","HHDEBT","TOT","PC_NDI","A","2019",37.40924,
"NZL","HHDEBT","TOT","PC_NDI","A","2007",116.6664,
"NZL","HHDEBT","TOT","PC_NDI","A","2008",127.2206,
"NZL","HHDEBT","TOT","PC_NDI","A","2009",121.6451,
"NZL","HHDEBT","TOT","PC_NDI","A","2010",119.0607,
"NZL","HHDEBT","TOT","PC_NDI","A","2011",113.9221,
"NZL","HHDEBT","TOT","PC_NDI","A","2012",114.4023,
"NZL","HHDEBT","TOT","PC_NDI","A","2013",114.6928,
"NZL","HHDEBT","TOT","PC_NDI","A","2014",118.3195,
"NZL","HHDEBT","TOT","PC_NDI","A","2016",117.3592,
"NZL","HHDEBT","TOT","PC_NDI","A","2017",119.6284,
"NZL","HHDEBT","TOT","PC_NDI","A","2018",118.6436,
"NZL","HHDEBT","TOT","PC_NDI","A","2019",118.3304,
"NZL","HHDEBT","TOT","PC_NDI","A","2020",116.7927,
"NZL","HHDEBT","TOT","PC_NDI","A","2021",120.698,
"COL","HHDEBT","TOT","PC_NDI","A","2015",42.16005,
"COL","HHDEBT","TOT","PC_NDI","A","2016",44.86945,
"COL","HHDEBT","TOT","PC_NDI","A","2017",45.93954,
"COL","HHDEBT","TOT","PC_NDI","A","2018",46.38181,
"COL","HHDEBT","TOT","PC_NDI","A","2019",49.50161,
"COL","HHDEBT","TOT","PC_NDI","A","2020",51.7056,
